Accession	Name	Description	ID
ARO:3000014	TEM beta-lactamase	TEM-1 is the most commonly-encountered beta-lactamase in gram-negative bacteria. Up to 90% of ampicillin resistance in E. coli is due to the production of TEM-1. Also responsible for the ampicillin and penicillin resistance that is seen in H. influenzae and N. gonorrhoeae in increasing numbers. Although TEM-type beta-lactamases are most often found in E. coli and K. pneumoniae, they are also found in other species of gram-negative bacteria with increasing frequency. The amino acid substitutions responsible for the ESBL phenotype cluster around the active site of the enzyme and change its configuration, allowing access to oxyimino-beta-lactam substrates. Opening the active site to beta-lactam substrates also typically enhances the susceptibility of the enzyme to b-lactamase inhibitors, such as clavulanic acid.  Although the inhibitor-resistant beta-lactamases are not ESBLs, they are often discussed with ESBLs because they are also derivatives of the classical TEM- or SHV-type enzymes. These enzymes were at first given the designation IRT for inhibitor-resistant TEM beta-lactamase; however, all have subsequently been renamed with numerical TEM designations. There are at least 19 distinct inhibitor-resistant TEM beta-lactamases. Inhibitor-resistant TEM beta-lactamases have been found mainly in clinical isolates of E. coli, but also some strains of K. pneumoniae, Klebsiella oxytoca, P. mirabilis, and Citrobacter freundii. Although the inhibitor-resistant TEM variants are resistant to inhibition by clavulanic acid and sulbactam, thereby showing clinical resistance to the beta-lactam-lactamase inhibitor combinations of amoxicillin-clavulanate (Co-amoxiclav), ticarcillin-clavulanate, and ampicillin/sulbactam, they normally remain susceptible to inhibition by tazobactam and subsequently the combination of piperacillin/tazobactam, although resistance has been described.	36023
ARO:3000015	SHV beta-lactamase	SHV-1 shares 68 percent of its amino acids with TEM-1 and has a similar overall structure. The SHV-1 beta-lactamase is most commonly found in K. pneumoniae and is responsible for up to 20% of the plasmid-mediated ampicillin resistance in this species. ESBLs in this family also have amino acid changes around the active site, most commonly at positions 238 or 238 and 240. More than 60 SHV varieties are known.	36024
ARO:3000016	CTX-M beta-lactamase	These enzymes were named for their greater activity against cefotaxime than other oxyimino-beta-lactam substrates (eg, ceftazidime, ceftriaxone, or cefepime). Rather than arising by mutation, they represent examples of plasmid acquisition of beta-lactamase genes normally found on the chromosome of Kluyvera species, a group of rarely pathogenic commensal organisms. These enzymes are not very closely related to TEM or SHV beta-lactamases in that they show only approximately 40% identity with these two commonly isolated beta-lactamases. Despite their name, a few are more active on ceftazidime than cefotaxime.  CTX-M-15 was recently found in bacterial strains expressing NDM-1 and were responsible for resistance to aztreonam.	36025
ARO:3000017	OXA beta-lactamase	OXA beta-lactamases were long recognized as a less common but also plasmid-mediated beta-lactamase variety that could hydrolyze oxacillin and related anti-staphylococcal penicillins. These beta-lactamases differ from the TEM and SHV enzymes in that they belong to molecular class D and functional group 2d. The OXA-type beta-lactamases confer resistance to ampicillin and cephalothin and are characterized by their high hydrolytic activity against oxacillin and cloxacillin and the fact that they are poorly inhibited by clavulanic acid. Amino acid substitutions in OXA enzymes can also give the ESBL phenotype. The OXA beta-lactamase family was originally created as a phenotypic rather than a genotypic group for a few beta-lactamases that had a specific hydrolysis profile. Therefore, there is as little as 20% sequence homology among some of the members of this family. However, recent additions to this family show some degree of homology to one or more of the existing members of the OXA beta-lactamase family. Some confer resistance predominantly to ceftazidime, but OXA-17 confers greater resistance to cefotaxime and cefepime than it does resistance to ceftazidime.	36026
ARO:3000018	IMI beta-lactamase	IMI beta-lactamases are a group of TEM-1-like beta-lactamase that are known to hydrolyze imipenem. IMI beta-lactamases are inhibited by clavulanic acid and tazobactam.	36027
ARO:3000020	IMP beta-lactamase	Plasmid mediated IMP-type carbapenemases, of which at least 26 varieties are currently known, became established in Japan in the 1990s in enteric gram-negative organisms, Pseudomonas and Acinetobacter species. Integron-associated, sometimes within plasmids. Hydrolyses all beta-lactams except monobactams, and evades all beta-lactam inhibitors.	36029
ARO:3000021	VIM beta-lactamase	The Verone integron-encoded metallo-beta-lactamase (VIM) family was reported from Italy in 1999. There are, to date, 23 reported variants.  VIM enzymes mostly occur in P. aeruginosa, also P. putida and, very rarely, Enterobacteriaceae. Integron-associated, sometimes within plasmids. Hydrolyses all beta-lactams except monobactams, and evades all beta-lactam inhibitors.  There is a strong incidence of these in East Asia.	36030
ARO:3000022	ristocetin	Ristocetin is a glycopeptide antibiotic similar to vancomycin but positively charged. It is not used clinically because it induces platelet agglutination.	36031
ARO:3000023	aminocoumarin sensitive parE	Subunit of the topoisomerase IV sensitive to aminocoumarins	36032
ARO:3000024	patA	PatA is an ABC transporter of Streptococcus pneumoniae that interacts with PatB to confer fluoroquinolone resistance.	36033
ARO:3000025	patB	PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..	36034
ARO:3000026	mepA	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance, while it has also been shown to decrease tigecycline susceptibility.	36035
ARO:3000027	emrA	EmrA is a membrane fusion protein, providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli, a Gram-negative bacterium.	36036
ARO:3000034	nucleoside antibiotic	Nucleoside antibiotics are made of modified nucleosides and nucleotides with wide-ranging activities and means of antibacterial effects. This drug class includes aminonucleoside antibiotics, which contain an amino group.	36174
ARO:3000035	lipopeptide antibiotic	Lipopeptide antibiotics are aliphatic, with their hydrophobic components interacting with the bacterial cell membrane.	36175
ARO:3000036	tetracycline inactivation enzyme	Enzymes or other gene products which hydroxylate tetracycline and other tetracycline derivatives. Hydroxylation inactivates tetracycline-like antibiotics, thus conferring resistance to these compounds.	36176
ARO:3000040	hydrolysis of antibiotic conferring resistance	Hydrolysis of an antibiotic molecule to confer resistance.	36179
ARO:3000042	beta-lactamase inhibitor	Antibiotic adjuvants shown to inhibit the action of a beta-lactamase enzyme or enhance the ability of a beta-lactam antibiotic. These compounds are used along with antibiotics to treat beta-lactam-resistant infectious pathogens.	36181
ARO:3000043	VEB beta-lactamase	VEB beta-lactamases or Vietnamese extended-spectrum beta-lactamases are class A beta-lactamases that confer high-level resistance to oxyimino cephalosporins and to aztreonam	36182
ARO:3000045	component of AMR phenotype terminology	A collection of curated phenotypic terms relating to antibiotic resistance and the Comprehensive Antibiotic Resistance Database.	36184
ARO:3000050	tetracycline antibiotic	These antibiotics are derived from tetracycline, a polyketide antibiotic that inhibits the 30S subunit of bacterial ribosomes.	36189
ARO:3000053	peptide antibiotic	Peptide antibiotics have a wide range of antibacterial mechanisms, depending on the amino acids that make up the antibiotic, although most act to disrupt the cell membrane in some manner. Subclasses of peptide antibiotics can include additional sidechains of other types, such as lipids in the case of the lipopeptide antibiotics.	36192
ARO:3000054	acridine dye	Acridine dyes are cell permeable, basic molecules with an acridine chromophore. These compounds intercalate DNA. The image shown represents the core structure of the acridine family, with specific dyes containing varying substituents.	36193
ARO:3000055	SME beta-lactamase	SME beta-lactamases are chromosome-mediated class A beta-lactamases that hydrolyze carbapenems in Serratia marcescens.	36194
ARO:3000056	PER beta-lactamase	PER beta-lactamases are plasmid-mediated extended spectrum beta-lactamases found in the Enterobacteriaceae family.	36195
ARO:3000057	NDM beta-lactamase	NDM beta-lactamases or New Delhi metallo-beta-lactamases are class B beta-lactamases that confer resistance to a broad range of antibiotics including carbapenems, cephalosporins and penicillins.	36196
ARO:3000058	MIR beta-lactamase	MIR beta-lactamases are plasmid-mediated beta-lactamases that confer resistance to oxyimino- and alpha-methoxy beta-lactams	36197
ARO:3000059	KPC beta-lactamase	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases are notorious for their ability to efficiently hydrolyze carbapenems, unlike other Ambler Class A beta-lactamases.  There are currently 9 variants reported worldwide.  These enzymes were first isolated from Klebsiella pneumoniae strains in 2001 in the United States.  Hospital outbreaks have since been reported in Greece and Israel and KPC carrying strains are now endemic to New York facilities.  KPC-1 and KPC-2 have been shown to be identical and are now referred to as KPC-2.	36198
ARO:3000060	IND beta-lactamase	IND beta-lactamases are class B carbapenem-hydrolyzing beta-lactamases	36199
